NumDash,NumNumericChars,NumSensitiveWords,PctExtHyperlinks,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,SubmitInfoToEmail,PctExtResourceUrlsRT,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
9,6,0,0.049689441,0.15942029,0,1,1,0,1,0
3,9,0,0,0,0,0,-1,-1,1,0
0,8,0,0.395604396,0,0,1,0,0,0,0
1,0,0,0.195121951,0,0,0,0,0,1,0
2,0,0,0,1,0,0,1,0,-1,1
4,16,0,0.030162413,0,0,0,-1,0,1,0
1,30,1,0,1,0,0,1,1,-1,1
1,0,0,1,0,1,0,-1,1,-1,1
2,0,0,0.064102564,0.019230769,0,0,1,0,1,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
0,10,0,0.214285714,0,0,0,1,1,1,0
0,8,0,0,0.024390244,0,0,1,0,1,0
0,8,0,0.214285714,0,0,1,0,0,1,0
13,5,0,0.395480226,0.096045198,0,0,1,0,0,0
0,0,0,1,0,1,0,1,0,-1,1
1,11,0,0.113043478,0.617391304,1,0,0,1,-1,1
5,8,0,0.239583333,0.020833333,0,0,0,0,1,0
9,14,0,0.23566879,0.031847134,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,1,0
7,6,0,0.209876543,0.049382716,0,0,0,0,1,0
0,0,0,0.676470588,0,0,0,1,1,-1,0
0,0,0,0,0,0,0,1,1,1,1
1,0,0,0.1328125,0.0390625,0,1,-1,-1,1,0
1,4,0,0,1,0,0,1,1,-1,1
3,4,0,0.171597633,0.065088757,0,0,0,0,1,0
0,5,0,0.08,0,0,0,1,1,1,0
3,0,0,0,0.010526316,0,0,1,1,1,0
1,0,0,1,0,1,0,-1,1,-1,1
1,0,0,0.085470086,0.008547009,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,0,1,0,0,0,0,1,1,1,1
0,10,0,0.139130435,0.12173913,1,0,1,1,1,1
1,7,0,0.062406015,0,0,0,-1,0,1,0
0,21,0,0,1,0,0,1,1,-1,1
1,20,0,0,1,0,0,1,1,-1,1
1,2,0,1,0,0,0,1,0,-1,1
0,0,0,0,1,0,0,1,1,-1,1
0,4,0,0.060344828,0,0,0,1,1,1,0
1,0,0,0.18627451,0.039215686,0,0,1,0,1,0
0,4,0,0.242424242,0,0,0,1,0,1,0
3,2,0,0.648648649,0,0,1,1,1,0,0
0,4,0,0.025316456,0.063291139,0,1,-1,-1,1,0
5,2,1,0.154929578,0.028169014,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
2,0,0,0.255319149,0,0,0,-1,0,1,0
0,0,2,0.785714286,0,0,0,1,0,-1,1
1,42,3,0,0,0,0,1,1,1,1
0,0,0,0.005537099,0.011074197,0,0,1,0,1,0
1,3,0,0.020661157,0.466942149,0,0,1,0,0,0
6,13,0,0.156133829,0.05204461,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0,-1,1
1,25,1,0,0,0,0,1,1,1,1
2,4,0,0.006355932,0,0,1,1,0,1,0
2,6,0,0.072727273,0.045454546,0,0,1,0,1,0
0,7,0,0.097222222,0,0,1,1,1,1,0
0,0,0,0.058823529,0,0,1,1,1,1,0
3,3,0,0.096,0.008,0,1,1,0,1,0
0,10,0,0.65625,0,0,0,0,0,0,0
0,3,0,0.066666667,0.866666667,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,3,0,0,0,0,0,1,1,1,1
2,2,0,0.03930131,0.030567686,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,10,0,0,0,1,0,1,1,1,1
3,1,0,0.013636364,0.009090909,0,0,1,0,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
0,14,0,0.135416667,0.03125,0,0,0,0,1,0
10,7,0,0.076923077,0.068376068,0,0,1,0,1,0
7,8,0,0.087719298,0.087719298,0,0,-1,-1,1,0
7,7,0,0.068014706,0.016544118,0,1,-1,-1,1,0
0,2,0,0,1,1,0,-1,1,-1,1
23,0,0,0.013422819,0.060402685,0,0,1,0,1,0
1,20,0,0,1,0,0,1,1,-1,1
5,24,0,0.055555556,0.944444444,0,0,1,1,-1,1
8,7,0,0.36,0.016,0,1,1,0,0,0
0,2,0,0,1,1,0,-1,-1,-1,1
0,8,0,0.166666667,0,0,0,1,1,1,0
0,0,0,0.058295964,0.02690583,0,0,1,0,1,0
1,2,1,0,0,1,0,0,-1,1,1
0,6,0,0.055555556,0,0,0,1,-1,1,0
0,6,0,0.223880597,0.014925373,0,1,-1,0,1,0
0,3,0,0,1,1,0,-1,-1,-1,1
0,3,0,0,1,0,0,1,1,-1,1
1,4,0,0.035087719,0,0,0,-1,-1,1,0
15,17,0,0.119047619,0.047619048,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
1,1,0,1,0,1,0,-1,-1,-1,1
0,24,0,0.779783394,0.025270758,0,0,-1,-1,-1,0
0,0,0,0,0,0,0,1,1,1,1
0,4,0,0.059701493,0.07960199,0,0,1,1,1,0
1,0,0,0,0,0,0,1,1,1,1
0,5,0,0.011398964,0,0,1,1,0,1,0
11,2,0,0.454545455,0,0,0,0,1,0,0
0,0,1,0.888888889,0.111111111,0,0,1,1,-1,1
12,2,0,0.176470588,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,1,0,1,0,1,0,-1,1
2,6,0,0.008403361,0.004201681,0,0,1,1,1,0
0,0,0,0.996978852,0.003021148,1,0,-1,-1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0.028571429,0.142857143,0,0,1,1,1,0
0,4,0,0,0.024691358,0,1,1,-1,1,0
10,11,0,0.030612245,0,0,0,1,0,1,0
5,2,0,0.181818182,0.01010101,0,0,-1,0,1,0
0,6,0,0.058823529,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
2,26,0,1,0,0,0,1,1,-1,1
0,3,0,0,0,0,0,1,1,1,1
0,0,0,0,1,1,0,-1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
2,69,1,0,0,0,0,1,1,1,1
0,0,0,0.923076923,0,1,0,1,-1,-1,1
0,0,0,0,1,0,0,1,1,-1,1
0,0,1,1,0,1,0,1,0,-1,1
0,45,0,0.375,0,1,0,-1,0,0,1
1,0,0,0.923076923,0,1,0,1,-1,-1,1
4,4,0,0.03125,0.015625,0,0,1,0,1,0
0,0,0,0.191176471,0.029411765,0,0,0,0,1,0
2,10,0,0.611111111,0,1,0,-1,0,0,0
4,0,0,0.002777778,0.044444444,0,0,1,0,1,0
2,55,1,0,0,0,0,1,1,1,1
1,0,0,0.923076923,0,1,0,1,-1,-1,1
2,6,0,0.138339921,0.003952569,0,1,-1,0,1,0
2,8,0,0.25,0.015625,0,0,1,0,1,0
0,7,0,0.445887446,0.004329004,0,1,1,1,0,0
4,5,0,0.235294118,0.029411765,0,0,0,1,1,0
7,17,0,0.398648649,0,0,0,-1,0,0,0
1,9,3,0.918367347,0.081632653,1,0,-1,-1,-1,1
6,0,0,0.095238095,0.011904762,0,1,1,0,1,0
11,25,0,0.5,0,1,0,-1,-1,0,1
1,0,0,0.974358974,0,1,0,1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,6,0,0.016806723,0.176470588,0,0,-1,-1,1,0
3,6,0,0.342857143,0.057142857,0,0,1,0,0,0
4,8,0,0.239130435,0.065217391,0,1,1,1,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,5,0,0.5,0,0,0,1,0,0,0
1,0,1,1,0,1,0,0,-1,-1,1
5,0,0,0.1,0.05,0,0,1,1,1,0
0,18,0,0,1,1,0,-1,1,-1,1
0,0,0,1,0,1,0,1,-1,-1,1
1,0,0,0,0,0,0,1,1,1,1
0,3,0,0.243243243,0,0,0,0,1,1,0
1,8,1,0.315789474,0,0,0,1,1,0,0
0,4,0,0,0,0,1,1,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
3,3,0,0.003380663,0.00270453,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
1,11,0,0,0,0,0,-1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,1,0,1,0,-1,-1,-1,1
1,0,0,0,0,0,0,1,1,1,1
6,8,0,0.134615385,0,0,0,-1,-1,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
0,0,1,1,0,1,0,-1,-1,-1,1
1,21,0,0,0,0,0,1,1,1,1
1,0,0,0,0,1,0,1,1,1,1
6,4,0,0.070175439,0,0,0,0,0,1,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,4,0,0.166666667,0,0,0,-1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,1,0,0,1,0,-1,1
0,0,0,0.018134715,0.033678757,0,0,1,0,1,0
4,6,0,0.224242424,0.006060606,0,0,1,0,1,0
9,33,0,0.066666667,0,0,0,1,0,1,0
1,2,0,1,0,0,0,1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,9,0,0.375,0,1,0,1,0,0,1
0,0,0,0.235955056,0.02247191,0,0,0,0,1,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
5,8,0,0.057971015,0.007246377,0,0,0,0,1,0
12,8,0,0.140350877,0.01754386,0,0,-1,0,1,0
4,16,0,0.023255814,0,0,1,1,0,1,0
2,19,0,0.357692308,0,0,1,-1,0,0,0
0,0,0,1,0,0,0,1,0,-1,1
1,0,0,1,0,1,0,-1,-1,-1,1
1,0,0,0.317757009,0.037383178,0,0,-1,1,0,0
0,6,2,0,1,0,0,1,1,-1,1
1,15,0,0,0,0,0,1,1,1,0
11,9,0,0.151515152,0.060606061,0,1,-1,0,1,0
1,17,0,0.375,0,0,0,-1,0,0,0
5,8,0,0.075,0,0,1,0,0,1,0
0,0,0,0.049295775,0.014084507,0,1,1,1,1,0
1,0,1,0,0,0,0,1,1,1,1
13,7,0,0,0.071428571,0,0,1,0,1,0
8,9,0,0.127659575,0,0,0,-1,-1,1,0
5,1,0,0,0,0,0,1,0,1,1
1,0,0,0.070512821,0.038461539,0,0,0,0,1,0
0,0,1,0,0,0,0,1,-1,1,1
2,0,0,0.043478261,0,0,0,0,-1,1,0
5,0,0,0,0.022727273,0,0,1,0,1,0
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0.066666667,0.866666667,0,0,1,1,-1,1
0,12,0,0,0,0,0,-1,0,1,1
1,10,0,0.072222222,0.05,0,0,0,0,1,0
1,0,0,0,0,0,0,1,1,1,1
0,5,0,0.18,0,0,0,1,1,1,0
0,10,0,0.884210526,0,1,0,1,0,-1,0
3,1,0,0.006622517,0.006622517,0,0,1,1,1,0
1,5,0,0.123809524,0,0,0,1,0,1,0
0,1,0,0.104651163,0.023255814,0,0,1,0,1,0
0,18,0,0,0,0,0,1,1,1,1
0,10,0,1,0,1,0,-1,-1,-1,1
1,23,0,1,0,1,0,-1,-1,-1,1
2,7,0,0.12605042,0,0,0,1,1,1,0
0,0,0,0,0,0,0,1,1,1,1
2,21,2,0,0,1,0,1,1,1,1
0,5,0,0,0.011494253,0,0,1,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
3,8,0,0.283783784,0.013513514,0,1,1,0,1,0
0,5,0,0.14,0,0,0,1,1,1,0
1,13,2,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,1,1,1,1
0,5,0,0.2,0,0,0,1,1,1,0
0,8,0,0,0.089552239,0,0,1,1,1,0
1,0,0,0.174757282,0.019417476,0,0,1,1,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
0,0,0,0.066666667,0.133333333,0,1,0,1,1,0
0,10,0,0,0,1,0,1,1,1,1
3,5,0,0.015789474,0.042105263,0,0,1,0,1,0
1,4,0,0.136363636,0,0,0,1,1,1,0
0,74,0,0,0,0,0,-1,0,1,1
0,5,0,0.171428571,0.114285714,0,0,1,1,1,0
2,0,0,0.0148721,0.003271862,0,0,-1,-1,1,0
2,0,0,1,0,1,0,-1,-1,-1,1
1,3,0,0.083333333,0.916666667,1,0,1,-1,-1,1
8,6,0,0.363636364,0.018181818,0,0,-1,0,0,0
0,12,0,0,1,1,0,1,1,-1,1
2,0,0,0.7,0.05,1,0,1,-1,-1,0
0,4,0,0,1,0,0,1,1,-1,1
1,0,0,0.923076923,0,1,0,1,-1,-1,1
0,3,0,0.043859649,0,0,0,1,0,1,0
0,0,0,0,0.111111111,0,0,1,1,1,1
3,10,0,0.132075472,0,0,0,1,0,1,0
5,8,0,0.23857868,0.010152284,0,0,-1,-1,1,0
1,0,0,0,0,0,0,1,1,1,0
4,6,0,0.130769231,0.076923077,0,0,1,1,1,0
0,0,0,0,0,1,0,1,1,1,1
0,0,0,0,0,0,0,1,1,1,1
0,3,0,0,0.153846154,0,0,1,0,1,0
5,0,0,0.316455696,0.405063291,0,1,1,0,-1,0
0,0,0,0.113636364,0.028409091,0,0,1,0,1,0
6,1,0,0.056737589,0,0,0,1,0,1,0
0,11,0,0.066666667,0,0,0,0,0,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,0,0,0.231884058,0.008695652,0,0,-1,0,1,0
0,0,0,0,0,0,0,-1,0,1,0
0,20,0,0.098837209,0,0,0,1,0,1,0
5,5,0,0,0,0,0,1,-1,1,0
2,0,0,0.05,0,0,0,1,0,1,0
11,3,0,0.355555556,0,0,0,1,0,0,0
5,20,0,0.055555556,0.944444444,0,0,1,1,-1,1
0,0,0,0,1,0,0,-1,0,-1,1
0,6,0,0.079365079,0.174603175,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,1,1
12,17,0,0.172727273,0.036363636,0,0,1,0,1,0
0,0,2,0.785714286,0,0,0,1,0,-1,1
0,0,0,1,0,1,0,-1,-1,-1,1
0,0,1,0.090225564,0.007518797,0,0,1,0,1,0
0,8,0,0,0,0,0,1,0,1,0
0,0,0,0,0.2,0,0,1,1,1,1
6,6,0,0.056768559,0.030567686,0,0,1,0,1,0
1,19,0,0,1,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,7,0,0,1,0,0,1,1,-1,1
10,9,0,0.015873016,0.015873016,0,0,-1,0,1,0
2,3,0,0,0,0,0,-1,0,1,0
0,0,0,0,1,1,0,-1,1,-1,1
13,3,0,0.055299539,0.02764977,0,0,-1,0,1,0
0,0,0,0.137931035,0.103448276,0,0,0,0,1,0
0,0,0,0.141509434,0,0,0,1,0,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
3,5,0,0.047619048,0,0,1,1,0,1,0
1,0,0,0.028169014,0.046277666,0,0,1,0,1,0
0,6,2,0,1,0,0,1,1,-1,1
0,0,0,0.201923077,0.009615385,0,0,1,0,1,0
2,0,0,0.2,0.8,0,1,1,0,-1,1
11,25,0,0.5,0,1,0,-1,-1,0,1
8,4,0,0,0,1,0,0,-1,1,0
0,0,1,0,0,1,0,1,1,1,1
5,8,0,0.284946237,0.032258065,0,0,-1,-1,0,0
1,22,1,0,0,0,0,1,1,1,1
3,0,0,1,0,1,0,-1,-1,-1,1
1,4,0,0,0,0,0,1,1,1,1
0,0,0,0.1,0.15,0,0,1,0,1,0
1,24,1,0,1,0,0,1,1,-1,1
0,4,0,0.04,0,0,0,0,-1,1,0
4,23,1,0.666666667,0,1,0,1,-1,0,1
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,-1,1,1
1,29,1,0,0,0,0,1,0,1,1
2,0,0,0,0,0,0,-1,0,1,0
0,0,0,0.031518625,0.020057307,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
6,0,0,0.069620253,0.088607595,0,0,1,1,1,0
5,7,0,0.140077821,0.050583658,0,0,1,0,1,0
0,0,0,0.02247191,0.011235955,0,0,1,0,1,0
0,0,0,0.327777778,0.018518519,0,0,-1,0,0,0
0,3,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,1,1,1,1
0,13,0,0.64,0.12,1,1,-1,-1,-1,0
0,8,0,0.097402597,0,0,0,0,0,1,0
0,0,1,0.888888889,0.111111111,0,0,1,1,-1,1
4,7,0,0.048780488,0.097560976,0,0,1,0,1,0
0,7,0,0.111111111,0,0,0,1,0,1,0
4,2,0,0.411111111,0,0,0,1,0,0,0
0,0,0,0.9,0.1,1,0,-1,-1,-1,1
0,0,0,0.1,0.7,0,0,1,1,-1,1
0,7,0,0.194774347,0,0,1,1,0,1,0
5,8,0,0.064356436,0.004950495,0,0,0,0,1,0
8,8,0,0.313868613,0.04379562,0,1,0,0,0,0
5,4,0,0.192307692,0.125,0,1,-1,0,0,0
0,0,2,0.75,0.125,0,0,1,0,-1,1
1,0,0,0.210526316,0.035087719,0,0,-1,-1,1,0
0,0,0,0.045454546,0,0,0,1,1,1,0
4,0,0,0.191176471,0.022058824,0,1,1,0,1,0
8,6,0,0.285714286,0,0,0,1,0,1,0
2,8,0,0.094117647,0.035294118,0,0,1,0,1,0
0,4,0,0.933333333,0,1,0,1,-1,-1,1
0,2,0,1,0,1,0,-1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,7,0,0,1,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,15,0,1,0,1,0,-1,-1,-1,1
6,8,0,0.084656085,0,0,0,1,0,1,0
4,5,0,0.03880597,0.011940299,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
5,9,0,0.191011236,0,0,0,1,0,1,0
0,0,0,0.105381166,0.00896861,0,0,-1,0,1,0
7,8,1,0.233333333,0,0,1,-1,-1,1,0
7,7,0,0.069090909,0.036363636,0,1,-1,-1,1,0
2,0,0,0.007380074,0.007380074,0,1,1,1,1,0
0,0,0,0,0,0,0,1,1,1,1
0,9,0,0.432432432,0,0,1,1,1,0,0
0,0,0,0.1,0.05,0,0,1,1,1,0
4,4,0,0.113924051,0.012658228,0,0,-1,0,1,0
6,2,0,0.133333333,0.104761905,0,1,-1,-1,1,0
0,1,0,0,0,0,0,1,1,1,1
1,6,0,0,0,1,0,1,1,1,1
0,0,0,0.058823529,0.029411765,0,0,1,1,1,0
4,0,0,0.12345679,0.024691358,0,0,0,0,1,0
0,1,0,0,0,0,0,1,1,1,1
5,21,0,0.055555556,0.944444444,0,0,1,1,-1,1
6,5,0,0.016427105,0,0,0,1,0,1,0
9,1,0,0.146341463,0.024390244,0,0,1,0,1,0
5,0,0,0.270833333,0.25,0,0,-1,0,0,0
3,0,0,0.214285714,0,0,1,-1,0,1,0
2,36,2,0,0,0,0,1,1,1,1
0,6,0,0.340909091,0,0,0,0,0,0,0
0,1,0,0.777777778,0.222222222,0,0,1,0,-1,1
0,14,0,0,0,0,0,1,1,1,0
11,1,0,0.445652174,0,0,0,-1,0,0,0
0,2,0,1,0,1,0,-1,-1,-1,1
1,21,2,0,0,0,0,1,0,1,1
0,0,0,0.923076923,0,1,0,1,-1,-1,1
0,0,0,0.6,0,0,0,1,1,0,0
0,4,0,0,1,0,0,1,1,-1,1
0,0,0,1,0,1,0,-1,-1,-1,1
0,0,0,0.086956522,0.086956522,0,0,1,0,1,0
0,5,0,0.285714286,0,0,0,0,-1,1,0
3,0,0,0.094827586,0.025862069,0,0,1,0,1,0
3,6,0,0.37037037,0.074074074,0,1,1,1,0,0
0,0,0,0.3,0.066666667,0,0,1,0,0,0
4,2,0,0.5,0,0,0,0,0,0,0
0,0,0,1,0,1,0,-1,-1,-1,1
1,4,0,0,0,0,0,1,-1,1,1
6,7,0,0.066666667,0.00952381,0,0,1,1,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,5,0,0.222222222,0,0,0,1,0,1,0
0,4,0,0.250996016,0,0,1,-1,-1,1,0
8,8,0,0.033057851,0.008264463,0,1,1,0,1,0
1,1,0,0,1,0,0,1,1,-1,1
5,23,0,0.055555556,0.944444444,0,0,1,1,-1,1
1,0,0,0,0,0,0,1,0,1,1
1,10,0,0.142857143,0,0,0,-1,-1,1,1
0,0,0,0.090909091,0,0,0,1,1,1,1
0,29,0,1,0,1,0,1,1,-1,1
0,10,0,0,1,1,0,-1,1,-1,1
1,2,0,0.9,0.1,1,0,-1,-1,-1,1
1,0,0,0.033519553,0.022346369,0,0,1,0,1,0
0,9,1,0.375,0,1,0,1,0,0,1
1,0,0,0.75,0,0,0,1,1,-1,1
0,1,0,1,0,1,0,-1,1,-1,1
0,8,0,0,1,0,0,1,1,-1,1
1,1,0,0.092485549,0,0,0,0,0,1,0
0,51,1,0,0,0,0,1,1,1,1
0,0,0,0.070512821,0.012820513,0,0,1,0,1,0
2,4,1,0.916666667,0,1,0,0,0,-1,1
0,0,1,0,0,0,0,1,1,1,1
2,0,0,0.923076923,0,1,0,1,-1,-1,1
2,0,0,0.093023256,0.372093023,1,0,-1,-1,0,0
2,8,0,0.27027027,0,0,1,-1,0,1,0
0,5,0,0.475040258,0,0,1,-1,0,0,0
5,0,0,0.086486487,0.021621622,0,0,1,0,1,0
0,15,1,0.205882353,0,0,0,1,0,1,0
5,18,0,0.055555556,0.944444444,0,0,1,1,-1,1
0,0,1,1,0,0,0,1,1,-1,1
1,0,0,0.909090909,0,0,0,1,1,-1,1
0,0,0,0.053435115,0.007633588,0,1,1,0,1,0
1,0,1,0,0,1,0,-1,-1,1,1
0,7,0,0.05,0,0,0,1,1,1,0
0,21,1,0,0.5,0,0,-1,0,0,1
0,5,0,0,0,0,0,1,1,1,1
0,0,0,0.923076923,0,1,0,1,-1,-1,1
5,0,0,0.555555556,0.055555556,0,1,1,1,0,0
1,0,0,0.52631579,0,0,1,-1,0,0,0
0,5,0,0.341463415,0,0,1,1,0,0,0
10,0,0,0.162790698,0.023255814,0,1,0,1,1,0
3,0,0,0.235294118,0.047058824,0,0,1,0,1,0
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0,1,1,0,-1,-1,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,74,0,0,0,0,0,-1,0,1,1
1,0,0,0.923076923,0,1,0,1,-1,-1,1
0,11,0,0,0,1,0,1,0,1,1
0,13,0,1,0,1,0,1,1,-1,1
0,0,0,0.866666667,0.133333333,0,1,1,0,-1,1
3,0,0,0.181818182,0.818181818,1,0,-1,-1,-1,1
2,10,0,0,0,0,0,1,0,1,0
15,0,0,0,0,0,0,1,0,1,0
17,12,0,0.172222222,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0.06993007,0.153846154,0,0,1,1,1,0
0,5,0,0,0,0,0,1,1,1,0
0,8,0,0.020408163,0,0,0,1,1,1,0
1,0,0,0,1,0,0,1,1,-1,1
2,0,0,0.221052632,0.042105263,0,0,1,0,1,0
10,1,0,0.12962963,0,0,0,1,1,1,0
0,43,1,0.375,0,1,0,1,0,0,1
0,22,0,0.909090909,0.090909091,0,0,1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,1,1,1,1
0,4,0,0,0,1,0,-1,-1,1,1
0,0,0,0.023809524,0,0,0,-1,0,1,0
6,6,0,0.155737705,0,0,0,-1,-1,1,0
1,0,0,0.041666667,0,0,0,1,0,1,0
2,0,0,0.092307692,0.092307692,0,0,1,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
0,0,0,0.021929825,0.039473684,0,0,0,-1,1,0
15,6,0,0.18134715,0.005181347,0,0,0,0,1,0
2,0,0,1,0,1,0,-1,-1,-1,1
8,8,0,0.142857143,0.051020408,0,0,1,0,1,0
0,2,0,0.031111111,0,0,1,1,1,1,0
1,0,0,0.396226415,0,0,1,1,0,0,0
9,5,0,0.212121212,0.03030303,0,0,0,0,1,0
0,9,0,0.005763689,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,9,1,0.375,0,1,0,1,0,0,1
0,0,0,0,0,0,0,1,1,1,1
0,8,0,0.487179487,0,0,0,-1,0,0,0
0,17,0,0.108108108,0,0,0,0,-1,1,0
1,0,0,0.428571429,0,0,0,0,1,0,0
3,10,0,0.069306931,0,0,1,1,0,1,0
1,1,0,0,1,0,0,1,1,-1,1
0,3,0,0.16,0.16,0,0,1,1,0,0
2,0,0,0.064516129,0,0,0,1,0,1,0
0,4,0,0,0,0,0,1,1,1,1
23,5,0,0.529801325,0,0,0,0,0,0,0
0,0,0,0.647058824,0,0,0,-1,0,0,0
4,17,0,0.151898734,0.012658228,0,0,1,1,1,0
0,5,0,0,0,0,0,1,1,1,0
0,0,0,0,0.166666667,0,0,1,1,1,0
0,0,0,0,0.029069767,0,0,-1,0,1,0
0,5,0,0,0,0,0,1,1,1,1
2,0,0,0.016393443,0.229508197,0,0,1,0,1,0
3,8,0,0.371428571,0,0,0,-1,-1,0,0
12,9,0,0.227272727,0.03030303,0,0,-1,0,1,0
1,22,0,0,1,0,0,1,1,-1,1
7,0,0,0.175324675,0.01948052,0,1,-1,0,1,0
0,4,0,0.021276596,0.021276596,0,0,1,-1,1,0
0,0,1,0.972222222,0.027777778,0,0,1,0,-1,1
6,9,0,0.37254902,0,0,0,0,0,0,0
1,15,0,0.010526316,0,0,1,0,1,1,0
5,0,0,0.194736842,0.005263158,0,0,-1,0,1,0
0,0,1,0,1,0,0,1,1,-1,1
5,6,0,0.263157895,0.031578947,0,1,-1,0,1,0
0,5,0,1,0,1,0,-1,-1,-1,1
0,9,0,0,1,0,0,1,1,-1,1
1,0,0,1,0,1,0,-1,-1,-1,1
4,12,0,0.107142857,0.011904762,0,0,1,0,1,0
0,0,0,0,0,1,0,1,1,1,1
